time,msg,sent
2019-07-16 17:14:04,"CC: Roger, Neil. We just wanted a narrative such that we can - When we get the playback, we can sort of correlate what we're seeing. Thank you very much.",0
2019-07-16 17:14:19,CMP: I haven't seen anything but the DSKY so far.,0
2019-07-16 17:14:23,CC: Looks like they're hogging the window.,0
2019-07-16 17:14:29,CDR: You're right.,0
2019-07-16 17:18:58,"CC: Hello, Apollo 11. Houston. On your CRY0's, we'd like at this time for you to place all four CRYO heaters to AUTO and turn off all four CRY0 fans. Over.",0
2019-07-16 17:19:15,LMP: Okay. All four CRY0 heaters are AUTO. And all four CRYO fans are off . ...,0
2019-07-16 17:19:25,CC: Roger. That's going to be your sleep configuration.,0
2019-07-16 17:19:29,LMP: Okay.,0
2019-07-16 17:19:30,"CC: And, Buzz, we'll be terminating the battery charge in about a half hour.",0
2019-07-16 17:19:35,LMP: Roger.,0
2019-07-16 17:19:58,"CC: Hello, Apollo 11. Houston. You can terminate the TV at your convenience. We've got enough take. And you can start PTC at your convenience. The rates look super for starting up. Over.",0
2019-07-16 17:20:14,"CDR: Roger, Charlie",0
2019-07-16 17:29:32,"CC: Apollo 11, Houston. We have a flight plan update for you and some P37 block data, if you're ready to copy. Over.",0
2019-07-16 17:29:41,CDR: Stand by.,0
2019-07-16 17:30:19,"CDR: Okay, Houston. PTC is started now; looks good to us, and we'll be ready to copy in a minute or two.",0
2019-07-16 17:30:24,"CC: Roger. Copy, 11.",0
2019-07-16 17:30:59,"LMP: Houston, Apollo 11. Ready to copy the flight plan update and P37.",0
2019-07-16 17:31:04,"CC: Roger. Stand by one, Buzz.",0
2019-07-16 17:31:21,"CC: Apollo 11, Houston. Coming at you with the P37 block data. Over.",0
2019-07-16 17:31:28,LMP: Okay.,0
2019-07-16 17:31:29,"CC: Roger. 027 44 5363, minus 165 073 14 037 44 8016, minus 165 072 46; GETI 046 44 6141, minus 165 097 03 055 44 8209, minus 165 096 42. Ready for your readback. Over.",0
2019-07-16 17:33:01,"LMP: Roger. 027 44 5363, minus 165 073 14 037 44 8016, minus 165 072 46 046 44 6141, minus 165 097 03 055 44 8209, minus 165 096 42. Over.",0
2019-07-16 17:33:34," CC: Roger, 11. That was a good readback. That was the block data scheduled for 12 hours. We'd like to just say that on a flight plan update here, just to remind you of some things, and you can do them at your convenience amd then go to sleep early if you'd",0
2019-07-16 17:33:34,"like. We don't have anything else planned, but we'd like to just remind you on the filter change, the O2 fuel cell purge. And we'd like a LM/CM DELTA-P and accomplish the presleep checklist.",0
2019-07-16 17:34:34,"CDR: Okay. We've completed the filter change, and we'll get started on the fuel cell purge, and stand by for the LM/CM DELTA-P.",0
2019-07-16 17:34:42,"CC: Roger, 11. Would you hold off on the fuel cell purge? EECOMM is saying we might not have to do that. Over.",0
2019-07-16 17:34:51,CDR: Okay.,0
2019-07-16 17:35:05,"CMP: Charlie, the LM/CM DELTA-P is 0.5.",0
2019-07-16 17:35:07,CC: Copy. 0.5. Out.,0
2019-07-16 17:35:10,"CC: Hello, Apollo 11. Houston. We've just decided to delete the O2 fuel cell purge. Over.",0
2019-07-16 17:35:56,CDR: Roger. Delete the O2 fuel cell purge.,0
2019-07-16 17:38:21," CC: Hello, Apollo 11. Houston. We've been noting some funnies on the O2 flow indicator transducer. We've kind of got a suspicion that the transducer - We expected to see an O2 flow pegged high with the waste stowage vent to VENT. It was not. We also noted",0
2019-07-16 17:38:21,"some funny indications when you closed the waste stowage vent valve. We're going to continue to take a look at this through the night, and we'll be with you in the morning with an assessment of the problem. Also, we'd like to ask specifically, when you place",0
2019-07-16 17:38:21,"the waste stowage vent valve to VENT, does the detent - correction - Does the arrow line up with the detent? Over.",0
2019-07-16 17:39:18,"CMP: Stand by one, Charlie. We'll give you something on the detent.",0
2019-07-16 17:39:21,CC: Roger.,0
2019-07-16 17:39:28,"CMP: Right now it's at CLOSED, and I lined up with CLOSED before I was at VENT; and best I can recall, it was quite accurately lined up with VENT. Would you like me to go to VENT again momentarily and see where it lines up?",0
2019-07-16 17:39:42,CC: That's negative. That question's answered. Thank you much.,0
2019-07-16 17:39:46,CMP: Okay.,0
2019-07-16 17:41:52,"CC: Hello, Apollo 11. Houston. We have an S-band configuration for you. Over.",0
2019-07-16 17:42:00,LMP: Roger. Go ahead.,0
2019-07-16 17:42:02,"CC: Roger, Buzz. We'd like you to place the S-band antenna OMNI A switch to the Bravo position. S-band antenna OMNI switch to the OMNI position, the high gain track to MANUAL, and the high gain angles will be yaw 270, pitch minus 50. Over.",0
2019-07-16 17:42:27,"LMP: Roger. Understand. OMNI to Baker and OMNI, MANUAL. And the angles are yaw 270, pitch minus 50, and was that narrow or wide? Over.",0
2019-07-16 17:42:47,"CC: Stand by. Roger. We'd like it in WIDE, and you can set that configuration up now. Over.",0
2019-07-16 17:42:56,LMP: It's in work.,0
2019-07-16 17:45:04,"CC: Hello, Apollo 11. Houston. You can terminate battery Bravo charge, and we'd like a crew status report. We're about to tell you good night. Over.",0
2019-07-16 17:45:14,CDR: Roger. Stand by.,0
2019-07-16 17:50:08,"CDR: Houston, Apollo 11. The battery charging is complete, and the crew status report is as follows: radiation, CDR 11002, CMP 10002, LMP 09003; negative medication; fit as a fiddle. Over.",0
2019-07-16 17:50:33,"CC: Roger. Copy, 11. Thank you much. We'd like to ask one question. Have you tried the gas separator on the water? How is that working? Over.",0
2019-07-16 17:50:45,CDR: Yes. Mike's got a couple of comments cn that.,0
2019-07-16 17:50:49," CMP: It's working good so far, Charlie. We've got one installed on the water gun and the other one installed on the spigot down in the LEB, and we - mention one problem with them is that they leak at the junction between the food bag and the water filter.",0
2019-07-16 17:50:49,"However, with that exception, they seem to be working pretty good. We were getting some gas through initially, and I think that was just getting the system purged out to begin with; and the last tubeful we poured was almost free of bubbles. Over.",0
2019-07-16 17:51:31," CC: Roger. Sounds good. We'll check in on that problem with the SPAN guys and let you know in the morning. If you have to call us tonight, we'd like you to do it on DOWNVOICE BACKUP. We're configuring the MSFN for that mode; and as far as we can see, you're",0
2019-07-16 17:51:31,cleared for some z's. Over.,0
2019-07-16 17:51:53,CMP: Okay. Maybe we'll get around to lunch.,0
2019-07-16 17:51:57,CC: How about a peanut butter and jelly?,0
2019-07-16 19:08:34,"CC: Hello, Apollo 11. Houston. Hope you aren't - we aren't disturbing you. We'd like you to terminate the NOUN 65 now. Over.",0
2019-07-16 19:08:43,CMP: Roger.,0
2019-07-16 19:18:00,"CC: Apollo 11, Houston. Over.",0
2019-07-16 19:18:05,"LMP: Houston, Apollo 11 ...",0
2019-07-16 19:18:08,"CC: Roger, Buzz. When you stopped - or, correction - When you terminated the NOUN 65, it appears to us, you get a VERB 46 which collapsed the deadband back to 0.5. We're okay as long as you do not turn on any AUTO RCS SELECT switches. Over.",0
2019-07-16 19:18:30,LMP: Okay. I thought that was a - better way to clear the DSKY but evidently it isn't. Roger.,0
2019-07-16 19:18:36,CC: Roger. VERB 34 would have been a better procedure.,0
2019-07-16 19:18:41,LMP: Yes. Thank you.,0
2019-07-17 05:22:15,"CC: Apollo 11, Apollo 11, this is Houston. Over.",0
2019-07-17 05:22:21,"CDR: Good morning, Houston. Apollo 11.",0
2019-07-17 05:22:24,"CC: Roger, Apollo 11. Good morning.",0
2019-07-17 05:22:32,"CC: When you're ready to copy, 11, I've got a couple of small flight plan updates and your consumables update, and the morning news, I guess. Over.",0
2019-07-17 05:23:55,LMP: Apollo 11. ...,0
2019-07-17 05:23:58,"CC: Go ahead, 11.",0
2019-07-17 05:24:02,LMP: Roger. Standing by for your updates. Over.,0
2019-07-17 05:24:10," CC: Okay, 11. This is Houston. At time approximately 22 30 in the flight plan, in your postsleep checklist, and in all other postsleep checklists, we'd like you to delete the statement that says ""AUTO RCS JET SELECT, 16 to ON,"" and what we're doing here is",0
2019-07-17 05:24:10,"picking this up in the procedure for exiting PTC that's in your CSM checklist. And in the CSM checklist on page Foxtrot 9-8: if you want to turn to that, we'd like to change the order of the steps in that. Over.",0
2019-07-17 05:25:13,LMP: Stand by.,0
2019-07-17 05:25:37,LMP: Okay. Page F 9-8. Go ahead.,0
2019-07-17 05:25:40," CC: Okay. Right now it reads, ""To exit G&N PTC,"" then you've got a pen-and-ink change that says, ""AUTO RCS SELECT, 12 MAIN A and B."" And you come down to the printed step 1. We'd like to take and move the ""AUTO RCS SELECT, 12 MAIN A and B"" down to be the",0
2019-07-17 05:25:40,"second step, so the procedure would read, ""Step 1, MANUAL ATTITUDE 3, ACCEL COMMAND; Step 2 AUTO RCS SELECT, 12 MAIN A B."" Step 3 would be, ""Verify DAP load,"" and so on. Over.",0
2019-07-17 05:26:16,"LMP: Roger. I copy. Is that AUTO RCS SELECT, 12 MAIN A, MAIN B to be the ...",0
2019-07-17 05:26:25,"CC: Roger. It should be the second step in that procedure. At time 22 40, or when you get to it, we'd like to commence a charge on battery A. And at time 24 10, we have an updated attitude for your P52 and optics calibration. Over.",0
2019-07-17 05:27:06,LMP: Okay. 24 10. Go ahead.,0
2019-07-17 05:27:09," CC: Roger. P52 and optics calibration attitude: roll 330.5, pitch 086.3, yaw 000.0. The nominal attitude that's pen-and-inked in for the P23 is still good. At time 25 30, approximately, after you complete P23, we're requesting a waste-water dump down to a",0
2019-07-17 05:27:09,nominal 25 percent. Over.,0
2019-07-17 05:28:48,"CC: Apollo 11, this is Houston. Did you copy the attitudes and the waste-water dump? Over.",0
2019-07-17 05:28:59,"LMP: Roger, Bruce. ...",0
2019-07-17 05:29:14,"CC: 11, this is Houston. We're not reading you at the present time. You're way down in the noise level. Stand by, please.",0
2019-07-17 05:29:23,LMP: Okay. Standing by.,0
2019-07-17 05:31:04,"CC: Apollo 11, this is Houston. How do you read? Over.",0
2019-07-17 05:31:10,"CMP: Roger, Houston. Apollo 11. Loud and clear. How me?",0
2019-07-17 05:31:12,CC: Okay. Beautiful. Did you copy the attitudes for the P52 and the waste-water dump? Over.,0
2019-07-17 05:31:20," CMP: Roger. Okay. We note the battery charge as soon as we get around to it, and the attitude for the P52 optics CAL: roll 330.5, pitch 086.3, and yaw all zeros. The attitude for the P23 as in the flight plan is okay; and I copy your battery charge. Crew",0
2019-07-17 05:31:20,"status report as follows. Sleep CDR 7, CMP 7, LMP 5.5. And we've completed the postsleep checklist. Standing by for a consumable update. Over.",0
2019-07-17 05:32:04," CC: Roger. We're requesting a waste-water dump at GET 25 30 down to a nominal 25 percent, and here we go with the consumables update. At GET of 22 hours, RCS total is minus 3.5 percent. Alfa minus 3.5 percent, Bravo minus 1.5 percent, Charlie minus 5.0",0
2019-07-17 05:32:04,"percent, minus 4.0 percent, H2 minus 2 pounds, O2 minus 4 pounds. Over.",0
2019-07-17 05:32:59,CMP: Okay. Stand by.,0
2019-07-17 05:33:08,"CMP: I copied those consumables, and I'll read you back our RCS quantities. We got 86 percent in Alfa, 87 in Bravo, 88 in Charlie, and 90 in Delta. Over.",0
2019-07-17 05:33:37,CC: Roger. I copy.,0
2019-07-17 05:33:46,CC: And did you copy the waste-water request?,0
2019-07-17 05:33:50,"CMP: Roger. Waste water at - and we got the time on that, and it will be down to 25 percent.",0
2019-07-17 05:33:56,CC: Okay.,0
2019-07-17 05:38:45,"LMP: Houston, 11.",0
2019-07-17 05:38:51,"CC: Apollo 11, this is Houston. Over.",0
2019-07-17 05:38:55," CMP: Roger. We've started charging battery A, and voltage started off a lot higher than I expected. It was just a little bit shy of 40. It looks like it's dropping down some now, the battery charge holder. Seemed to me yesterday when we were doing this on",0
2019-07-17 05:38:55,"battery C, it started out initially, and it went lower, the battery charge holder. Over.",0
2019-07-17 05:39:20,"CC: Roger. Stand by a second, and I'll get some reading on that.",0
2019-07-17 05:39:29,"CMP: On charging battery A: now, it's at about 393 and - oh, about 1.5 amps. Looks like it's gradually increasing in the ...",0
2019-07-17 05:39:42,"CC: Roger. On our CM,.we're showing you at 39.11, and your current's about what you reported.",0
2019-07-17 05:39:51,"CMP: Okay. I guess you're happy, then.",0
2019-07-17 05:39:58,"CC: I think we're losing you in the noise again, 11. Stand by.",0
2019-07-17 05:42:33,"CC: Apollo 11, this is Houston. Over.",0
2019-07-17 05:42:39,"CMP: Houston, Apollo 11. Go ahead.",0
2019-07-17 05:42:41," CC: Roger, 11. On your battery charging question, we feel that it's probably a difference between individual batteries; and it does seem to have gone away as sort of a startup transient here. Other factors that might conceivably have an influence on it would",0
2019-07-17 05:42:41,"be battery temperature, things of this sort. EECOMM seems to feel that it's operating within the normal design limits. Over.",0
2019-07-17 05:43:12,CMP: All right. Very good. Thank you.,0
2019-07-17 05:43:14,CC: Okay.,0
2019-07-17 05:46:09,"CC: 11, this is Houston. If you are interested in the morning news, I have a summary here from PAO. Over.",0
2019-07-17 05:46:20,CDR: Okay. We're all listening.,0
2019-07-17 05:46:23," CC: Okay. From Jodrell Bank, England, via AP: Britain's big Jodrell Bank radio telescope stopped receiving signals from the Soviet Union's unmanned Moon shot at 5:49 EDT today. A spokesman said that it appeared the Luna 15 space ship ""had gone beyond the",0
2019-07-17 05:46:23,"Moon."" Another Quote: ""We don't think it has landed,"" said a spokesman for Sir Bernard Lovell, Director of the Observatory. Washington UPI: Vice President Spiro T. Agnew has called for putting a man on Mars by the year 2000, but Democratic leaders replied that",0
2019-07-17 05:46:23,"priority must go to needs on Earth. Agnew, ranking government official at the Apollo 11 blastoff Wednesday, apparently was speaking for himself and not necessarily for the Nixon administration when he said, ""We should, in my judgment, put a man on Mars by the",0
2019-07-17 05:46:23,"end of this century."" Laredo, Texas, AP: Immigration officials in Nuevo Laredo announced Wednesday that hippies will be refused tourist cards to enter Mexico unless they take a bath and get haircuts. Huberto Cazaras, Chief of Mexican Immigration in Nuevo",0
2019-07-17 05:46:23,"Laredo, said authorities in Mexico City, Acapulco, and other popular tourist spots have registered complaints about the hippies. By United Press International: Initial reaction to President Nixon's granting of a holiday Monday to Federal employees so they can",0
2019-07-17 05:46:23,"observe a national day of participation in the Apollo 11 Moon landing mission mostly was one of surprise. Rodney Bidner, Associated Press, London AP: Europe is Moon struck by the Apollo 11 mission. Newspapers throughout the continent fill their pages with",0
2019-07-17 05:46:23,"pictures of the Saturn V rocket blasting off to forge Earth's first link with its natural satellite. And the headline writers taxed their imagination for words to hail the feat. ""The greatest adventure in the history of humanity has started,"" declared the",0
2019-07-17 05:46:23,"French newspaper Le Figaro, which devoted four pages to reports from Cape Kennedy and diagrams of the mission. The tabloid Paris Jour proclaimed, ""The whole word tells them bravo."" The Communists daily L'Humanite led with the launch picture and devoted its",0
2019-07-17 05:46:23,"entire back page to an enthusiastic Moon report describing the countdown and launch, the astronauts' wives and families, and backgrounding lunar activities.",0
2019-07-17 05:50:07,"CDR: Roger. Thank you, Bruce. Another thing on that number 2 item, we all ... before we left, and we hope we get a chance to see him another time. Over.",0
2019-07-17 05:50:27,"CC: Roger. And I understand he was down there and really enjoyed watching the launch. We all think it was pretty magnificent, and you all are doing great job up there.",0
2019-07-17 05:50:40,CDR: Thank you.,0
2019-07-17 06:29:03,"CC: Apollo 11, this is Houston. Over.",0
2019-07-17 06:29:08,"CDR: Roger. Go ahead, Houston.",0
2019-07-17 06:29:10,"CC: Roger. Mike, we've got some comments on performance of P23 for today if you've got a minute to talk.",0
2019-07-17 06:29:20,CDR: He's all ears.,0
2019-07-17 06:29:22,CMP: Yes. Go ahead.,0
2019-07-17 06:29:25," CC: Okay. For today, we'd like you on P23 to make a trunnion bias determination, prior to P23 sightings as called out in procedures, and also one afterwards. Our intent here is to check out the possibility that some sort of thermal effect may be giving you",0
2019-07-17 06:29:25,"errors in the angular read-out in the sextant. The bias that you get beforehand should be incorporated, that is a PROCEED on NOUN 87 after you get two consecutive measurements equal to within 0.003 degrees. And, of course, move the trunnion off a couple of",0
2019-07-17 06:29:25,"degrees between the measurements. The Earth should be a lot smaller in your field of view today. I'm , sure you're a lot more qualified to tell us about that than we are, but to ensure that you're getting a good angle measurement between the star and the Earth",0
2019-07-17 06:29:25,"horizon, the sextant M-line, which is the line that runs through the two hash marks and is perpendicular to the R-line, should be parallel to the Earth horizon at the substellar point. And then the actual superimposition of the star upon the horizon can be",0
2019-07-17 06:29:25,"made at any point in the field of view of the sextant: above, below, or on the M-line. We recommend the marks be made as rapidly as possible after AUTO maneuver. If you feel that the amount of time between the AUTO maneuver and the time you get ready to mark",0
2019-07-17 06:29:25,"is excessive, or that you don't like that AUTO maneuver attitude when you get ready to mark, of course, you can use a VERB 94 - VERB 94 to get you back to the flashing 51 position to redo the AUTO maneuvers. Over.",0
2019-07-17 06:31:41,"CMP: Roger. Stand by one. We're going to stop PTC, and then we'll talk about this P23.",0
2019-07-17 06:31:49,CC: Okay.,0
2019-07-17 06:34:10,"CMP: Houston, Apollo 11.",0
2019-07-17 06:34:11,"CC: Go ahead, 11.",0
2019-07-17 06:34:13," CMP: Okay. We're stopping PTC now and maneuvering to our P52 and optics CAL attitude. In regard to that P23, what I was trying to tell you yesterday was about that. The M-line is not anywhere parallel to the horizon at the roll, pitch, and yaw which you gave",0
2019-07-17 06:34:13,"me to go to for the substellar point, and I was trying to maneuver off to get it parallel to the horizon when you all said that was not necessary.",0
2019-07-17 06:34:47,"CC: Roger, 11. I guess in keeping the cups of coffee score, why you get that one.",0
2019-07-17 06:34:57," CMP: Well - Okay - Well, this morning, let's just see how close it comes to being parallel to the M-line. Before we started marking for the first time, it appeared that the computation of - of those three angles was somewhat off, and that I was wasting a lot",0
2019-07-17 06:34:57,"of gas by going to those three angles and then having to make large attitude changes after that to get the M-line parallel. In some cases it appeared to be just an accepted attitude required, and you all said that it wasn't needed. So I was marking in some",0
2019-07-17 06:34:57,"cases with the M-line not parallel. I thought perhaps you had some processor for computing that offset and making sense out of that data, but as far as I know, we've got to have the M-line parallel to the horizon.",0
2019-07-17 06:35:49," CC: Roger, 11. We don't have that capability. We do require that the M-line be parallel to the horizon in order to get a good mark. We feel that possibly the - the state vector information that you were using for your maneuver basis yesterday may have needed",0
2019-07-17 06:35:49,"to be updated a little. And if you'll standby a second, we'll give you an evaluation of what we feel you'll get today by the AUTO maneuver.",0
2019-07-17 06:36:25,CMP: Okay.,0
2019-07-17 06:42:56,"CMP: Houston, Apollo 11. Over.",0
2019-07-17 06:43:01,"CC: Go ahead, 11.",0
2019-07-17 06:43:03,"CMP: Roger. I'm getting ready to do an O2 Fuel cell purge. Do you have any particulars on this? And I assume you want these one at a time, or can I triple up? Over.",0
2019-07-17 06:43:13,"CC: We'd like them one at a time, and stand by. I don't think we have any sequence. You can do them in any order you want.",0
2019-07-17 06:43:23,CMP: Okay.,0
2019-07-17 06:43:26,CC: And we're watching you on TM down here.,0
2019-07-17 06:47:03,"CMP: Houston, Apollo 11. You want to look at these NOUN 93's before I proceed on?",0
2019-07-17 06:47:11,"CC: Yes, please. Stand by a second.",0
2019-07-17 06:47:14,CMP: Okay.,0
2019-07-17 06:48:12,"CC: 11, this is Houston. On our TM, here, we're only seeing values in two registers. Can you read us out the contents of register 3, please?",0
2019-07-17 06:48:22,CMP: Register 3: minus three balls 24.,0
2019-07-17 06:48:25,CC: Roger. Minus three balls 24. And you can go ahead and proceed.,0
2019-07-17 06:48:36,CMP: Okay. Proceeding at this time.,0
2019-07-17 06:48:58,"CC: 11, Houston. After you've completed P52, we'd like to uplink you a new state vector so we can start out clean on this P23. Over.",0
2019-07-17 06:49:09,CDR: Okay.,0
2019-07-17 06:49:22,"CMP: Houston, are you observing the higher O2 flow on fuel cell 3?",0
2019-07-17 06:49:34,"CDR: Houston, Apollo 11. It's triggered the MASTER ALARM three times, now. There goes number 4. It goes up to about 1.4, then oscillates back down to about 1.1. Over.",0
2019-07-17 06:49:50,CC: Roger. We saw them 1.3 now on TM. Stand by a second.,0
2019-07-17 06:50:01,"CMP: And we're in P00, now, for a state vector.",0
2019-07-17 06:50:06,"CC: Roger. Give us ACCEPT, please.",0
2019-07-17 06:50:13,CMP: Roger. Done.,0
2019-07-17 06:50:41,"CC: 11, Houston. On your O2 flow, fuel cell 3: apparently it was flowing a little higher than the other two during purge, but the flow rate is acceptable. Over.",0
2019-07-17 06:50:56,"CMP: Roger, It seems to be flowing a little bit more, and actually putting out more current than the other two, also. Over.",0
2019-07-17 06:51:05,CC: Roger. We copy.,0
2019-07-17 06:51:51,"CC: 11, this is Houston. We've completed the uplink; the computer is yours; you can go back to BLOCK.",0
2019-07-17 06:51:59,CMP: Okay. Thank you.,0
2019-07-17 06:52:31,"CC: Go ahead, 11.",0
2019-07-17 06:52:47,"CDR: Houston, 11. I don't believe we were calling you right then,",0
2019-07-17 06:52:55,CC: Roger. Out.,0
2019-07-17 06:55:53,"CMP: Houston, Apollo 11.",0
2019-07-17 06:55:56,"CC: Apollo 11, this is Houston. Go ahead.",0
2019-07-17 06:56:00,"CMP: Roger. I'm in a good attitude here to do - I have in the sextant this last P52 star, star 37. Is that all right for the optics calibration to save some gas, or do you want to go over to star 40?",0
2019-07-17 06:56:23,"CC: Star 37 will be fine for the optics calibration. And we haven't noticed a VERB 66, yet, after our state vector uplink. Over.",0
2019-07-17 06:56:33,CMP: Okay.,0
2019-07-17 06:56:37," CC: When you move into P23, we recommend that you use the CMC-computed angles for your AUTO maneuver and see how that works out. If it doesn't bring you up with the M-line parallel to the horizon to the substellar point, we will see if we can get you some",0
2019-07-17 06:56:37,ground-computed angles. I guess the big thing here is to make sure that the M-line is parallel to substellar points so we can get a good angular measurement. Over.,0
2019-07-17 06:57:06,CMP: Yes. I believe.,0
2019-07-17 06:57:08,CC: Roger. Over.,0
2019-07-17 07:01:25,"CMP: Houston, Apollo 11. Marking on this star, I get a NOUN 87 twice in a row of five balls, so that's sufficient for a count.",0
2019-07-17 07:01:33,CC: That's certainly very sufficient.,0
2019-07-17 07:01:40,"CMP: Okay. Now I want to go to P00, and I am going to take your three angles and do a verify of 49 maneuver to your substellar point. Okay?",0
2019-07-17 07:01:53,"CC: Okay. We recommend that for the first star, if we gave you a new state vector, we'd like to try the CMC-computed angles for your AUTO maneuver.",0
2019-07-17 07:02:07,CMP: Okay.,0
2019-07-17 07:02:18,CC: And have you hit PROCEED on this display to enter the zero?,0
2019-07-17 07:02:23,CMP: Not yet.,0
2019-07-17 07:02:24,CC: Okay.,0
2019-07-17 07:02:54," CC: 11, Houston. Over the past 2 hours we have seen a slight continuing increase in partial pressure Of CO2. Have you in fact changed the CO2 canister yet this morning? We don't need to do it right now; we'd just like to confirm it on our instrumentation - is",0
2019-07-17 07:02:54,in good shape. Over.,0
2019-07-17 07:03:13,CMP: No. We haven't changed any canisters this morning.,0
2019-07-17 07:03:19,CC: Okay. Then you can plan on accomplishing that after P23 is over and you've got the LEB clear.,0
2019-07-17 07:03:22,CMP: All right.,0
2019-07-17 07:03:57,"CMP: Houston, Apollo 11. We're in process of maneuvering to P23 in desired attitude. It likes roll 8.37, pitch 61.33, and yaw 339.87. Over.",0
2019-07-17 07:04:13,CC: Roger. We copy. And that is for star 01?,0
2019-07-17 07:04:19,"CMP: Star 01, right near the horizon. Code 110.",0
2019-07-17 07:04:22,CC: Roger.,0
2019-07-17 07:13:07,"CMP: Houston, Apollo 11. On this star, the AUTO maneuver works just fine. I am right at the substellar point. Everything looks beautiful except there is no star in sight. It is just not visible.",0
2019-07-17 07:13:20,CC: Roger. Is this for star 01?,0
2019-07-17 07:13:23,CMP: That's correct.,0
2019-07-17 07:13:29,"CC: You are not getting any reflections or anything like that that would obscure your vision, are you?",0
2019-07-17 07:13:40," CMP: Well, of course, the Earth is pretty bright, and the black sky, instead of being black, has sort of a rosy glow to it. The star, unless it is a very bright one, is probably lost somewhere in that glow, but it is just not visible. I maneuvered the reticle",0
2019-07-17 07:13:40,"considerably above the horizon to make sure that the star is not lost in the brightness below the horizon. However, even when I get the reticle considerably above the horizon so the star should be seen against the black background, it still is not visible.",0
2019-07-17 07:14:16,"CC: Roger. We copy. Standby a minute, please.",0
2019-07-17 07:14:47,"CC: 11, this is Houston. Can you read us the shaft and trunnion angle off the counters?",0
2019-07-17 07:14:55,CMP: Yes. I will be glad to. Shaft 331.2 and trunnion 35.85.,0
2019-07-17 07:15:04,CC: Roger. Thank you.,0
2019-07-17 07:17:35," CMP: It's really a fantastic sight through that sextant. A minute ago, during that AUTO maneuver, the reticle swept across the Mediterranean. You could see all of North Africa, absolutely clear; all of Portugal, Spain, southern France; all of Italy,",0
2019-07-17 07:17:35,absolutely clear. Just a beautiful sight.,0
2019-07-17 07:17:54,CC: Roger. We all envy you the view up there.,0
2019-07-17 07:17:59,CMP: But still no star.,0
2019-07-17 07:19:19,"CC: 11, this is Houston. Over.",0
2019-07-17 07:19:23,"CMP: Roger. Go ahead, Bruce.",0
2019-07-17 07:19:25," CC: On our ground computers we confirm the shaft and trunnion angle that you have as being pointed at the star. However, it looks as though that shaft and trunnion angle is also pointing into the structure of the LM, so that while you will be getting the",0
2019-07-17 07:19:25,"Earth's horizon, the star ... is obscured by the LM. We recommend an AUTO maneuver to the attitudes pen-and-inked into the flight plan. Roll 1772, pitch 2982 and yaw 330.0. Over.",0
2019-07-17 07:20:04,CMP: Okay. Fine. Let ts try that.,0
2019-07-17 07:25:59,SC: ...,0
2019-07-17 07:38:54,"CC: 11, this is Houston. While you're maneuvering, could we get a LM/CM DELTA-P reading from you? Over.",0
2019-07-17 07:39:01,"CMP: Roger. Just a tad under 1, Bruce, 0.95.",0
2019-07-17 07:39:05,CC: Roger. 0.95.,0
2019-07-17 07:43:14,"CC: Apollo 11, Houston.",0
2019-07-17 07:43:17,CMP: Go ahead.,0
2019-07-17 07:43:21,CC: Is the Commander aboard?,0
2019-07-17 07:43:36,CDR: This is the Commander.,0
2019-07-17 07:43:39,CC: I was a little worried. This is the backup Commander still standing by. You haven't given me the word yet. Are you GO?,0
2019-07-17 07:43:48,"CDR: You've lost your chance to take this one, Jim.",0
2019-07-17 07:43:53,CC: Okay. I concede.,0
2019-07-17 07:45:36,"CMP: Houston, Apollo 11.",0
2019-07-17 07:45:41,"CC: Go ahead, 11.",0
2019-07-17 07:45:43,"CMP: Okay. Our maneuver is complete, and at this attitude the M-line is exactly 90 degrees out of phase. It is exactly pointed along the vector toward the center of the Earth instead of being parallel to the right.",0
2019-07-17 07:46:00,CC: Roger.,0
2019-07-17 07:46:16,CMP: I'm going to hold right here for your next suggestion.,0
2019-07-17 07:46:21,CC: Roger.,0
2019-07-17 07:50:19,"CMP: Okay, Houston. It appears to be okay now; We've changed our attitude slightly, and I have a star and I'm maneuvering to get the M-line parallel.",0
2019-07-17 07:50:34,CC: This is Houston. Roger. We copy.,0
2019-07-17 07:52:29,"CDR: Houston, Apollo 11. You - Stand by one.",0
2019-07-17 08:08:08,"CMP: Houston, Apollo 11. Are you copying these NOUN 49's that have been going through?",0
2019-07-17 08:08:14,CC: Yes. We surely are. Let's see: plus 0.1 and a plus 0.2 on nautical miles and feet per second. Over.,0
2019-07-17 08:08:22,CMP: Roger.,0
2019-07-17 08:15:45,"CC: 11, this is Houston. Over.",0
2019-07-17 08:15:54,CMP: Go ahead.,0
2019-07-17 08:15:56,"CC: Yes, Mike. We show you in VERB 59 right now. Over.",0
2019-07-17 08:16:01," CMP: That's right. I - I haven't entered - I gave the - I gave it back to the computer for a second. I put the mode switch from MANUAL back to CMC while I fooled with the DSKY, and the computer drove the star off out of sight. So the delay here has been in",0
2019-07-17 08:16:01,"going back to MANUAL and finding the star again, which I've finally done. And - Just a second here, I'll go to ENTER and get a 51 and mark on it. As I say, for some reason the computer drove the star off out of sight.",0
2019-07-17 08:16:47,CC: Okay. Roger. Out.,0
2019-07-17 08:20:14,"CC: Apollo 11, this is Houston. Over.",0
2019-07-17 08:20:21,CMP: Go ahead.,0
